"No.","Time","Source","Destination","Protocol","Length","Info"
"1380","39.056068","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","[TCP Out-Of-Order] 443  >  50532 [ACK] Seq=605337 Ack=2827 Win=64128 Len=1440"
"1381","39.056068","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","[TCP Out-Of-Order] 443  >  50532 [ACK] Seq=606777 Ack=2827 Win=64128 Len=1440"
"1382","39.056268","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3ba","TCP","86","50532  >  443 [ACK] Seq=2862 Ack=608217 Win=1059072 Len=0 SLE=615417 SRE=616461"
"1383","39.056520","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","[TCP Out-Of-Order] 443  >  50532 [ACK] Seq=608217 Ack=2827 Win=64128 Len=1440"
"1384","39.056520","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","[TCP Out-Of-Order] 443  >  50532 [ACK] Seq=609657 Ack=2827 Win=64128 Len=1440"
"1385","39.056520","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","[TCP Out-Of-Order] 443  >  50532 [ACK] Seq=611097 Ack=2827 Win=64128 Len=1440"
"1386","39.056520","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","[TCP Out-Of-Order] 443  >  50532 [ACK] Seq=612537 Ack=2827 Win=64128 Len=1440"
"1387","39.056520","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","1514","[TCP Out-Of-Order] 443  >  50532 [PSH, ACK] Seq=613977 Ack=2827 Win=64128 Len=1440"
"1388","39.056575","2405:201:5006:95a:3ddc:1390:95b:795e","2405:200:1630:1200::312c:b3ba","TCP","74","50532  >  443 [ACK] Seq=2862 Ack=616461 Win=1059072 Len=0"
"1389","39.056978","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","94","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"1390","39.104236","2405:200:1630:1200::312c:b3ba","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50532 [ACK] Seq=616461 Ack=2862 Win=64128 Len=0"
"1391","39.117223","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","348","Protected Payload (KP0)"
"1392","39.119421","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","404","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"1393","39.165282","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","90","Protected Payload (KP0)"
"1394","39.195548","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","94","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"1395","39.269838","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","342","Protected Payload (KP0)"
"1396","39.305049","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","98","Protected Payload (KP0), DCID=e0af35a771b5c92e"
"1397","39.352130","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"1398","39.668811","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","934","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1399","39.717756","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","90","Protected Payload (KP0)"
"1400","39.756594","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","94","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1401","39.774552","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","84","Protected Payload (KP0)"
"1402","39.775005","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","95","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1403","39.830426","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","102","Standard query 0xd986 A spec.cloud.360safe.com"
"1404","39.837606","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","355","Protected Payload (KP0)"
"1405","39.837979","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","99","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1406","39.844320","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","165","Standard query response 0xd986 A spec.cloud.360safe.com CNAME spec.cloud.os-lb.com A 54.179.136.136 A 54.179.136.152"
"1407","39.845351","192.168.29.143","54.179.136.136","TCP","66","50537  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1408","39.884150","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"1409","39.935356","54.179.136.136","192.168.29.143","TCP","62","80  >  50537 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1460 WS=128"
"1410","39.935456","192.168.29.143","54.179.136.136","TCP","54","50537  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1411","39.959598","192.168.29.143","54.179.136.136","HTTP","620","POST /commonquery HTTP/1.1  (application/x-www-form-urlencoded)"
"1412","40.047531","54.179.136.136","192.168.29.143","TCP","54","80  >  50537 [ACK] Seq=1 Ack=567 Win=62208 Len=0"
"1413","40.052597","54.179.136.136","192.168.29.143","TCP","1514","80  >  50537 [ACK] Seq=1 Ack=567 Win=62208 Len=1460 [TCP PDU reassembled in 1415]"
"1414","40.052597","54.179.136.136","192.168.29.143","TCP","98","80  >  50537 [PSH, ACK] Seq=1461 Ack=567 Win=62208 Len=44 [TCP PDU reassembled in 1415]"
"1415","40.052597","54.179.136.136","192.168.29.143","HTTP","59","HTTP/1.1 200 OK "
"1416","40.052765","192.168.29.143","54.179.136.136","TCP","54","50537  >  80 [ACK] Seq=567 Ack=1511 Win=131328 Len=0"
"1417","40.052887","192.168.29.143","54.179.136.136","TCP","54","50537  >  80 [FIN, ACK] Seq=567 Ack=1511 Win=131328 Len=0"
"1418","40.072807","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","93","Standard query 0x72a3 A conf.f.360.cn"
"1419","40.087507","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","155","Standard query response 0x72a3 A conf.f.360.cn CNAME conf.f.qh-lb.com A 180.163.222.150 A 1.192.137.10"
"1420","40.088473","192.168.29.143","180.163.222.150","TCP","66","50538  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1421","40.140217","54.179.136.136","192.168.29.143","TCP","54","80  >  50537 [ACK] Seq=1511 Ack=568 Win=62208 Len=0"
"1422","40.530280","180.163.222.150","192.168.29.143","TCP","62","80  >  50538 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 WS=128"
"1423","40.530410","192.168.29.143","180.163.222.150","TCP","54","50538  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1424","40.530586","192.168.29.143","180.163.222.150","HTTP","117","GET /getconf.php HTTP/1.1 "
"1425","40.981774","180.163.222.150","192.168.29.143","TCP","54","80  >  50538 [ACK] Seq=1 Ack=64 Win=64256 Len=0"
"1426","40.984113","180.163.222.150","192.168.29.143","HTTP","1267","HTTP/1.1 200 OK "
"1427","40.984308","192.168.29.143","180.163.222.150","TCP","54","50538  >  80 [FIN, ACK] Seq=64 Ack=1214 Win=130048 Len=0"
"1428","41.428713","180.163.222.150","192.168.29.143","TCP","54","80  >  50538 [FIN, ACK] Seq=1214 Ack=65 Win=64256 Len=0"
"1429","41.428915","192.168.29.143","180.163.222.150","TCP","54","50538  >  80 [ACK] Seq=65 Ack=1215 Win=130048 Len=0"
"1430","41.482462","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","96","Standard query 0x629c A www.msftncsi.com"
"1431","41.482847","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","DNS","96","Standard query 0x444b AAAA www.msftncsi.com"
"1432","41.495902","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","202","Standard query response 0x629c A www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 49.44.179.225 A 49.44.179.211"
"1433","41.496876","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","DNS","229","Standard query response 0x444b AAAA www.msftncsi.com CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net SOA n0g2.akamai.net"
"1434","41.498592","192.168.29.143","49.44.179.225","TCP","66","50539  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1435","41.514361","49.44.179.225","192.168.29.143","TCP","66","80  >  50539 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128"
"1436","41.514475","192.168.29.143","49.44.179.225","TCP","54","50539  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1437","41.514776","192.168.29.143","49.44.179.225","HTTP","148","GET /ncsi.txt HTTP/1.1 "
"1438","41.531408","49.44.179.225","192.168.29.143","TCP","54","80  >  50539 [ACK] Seq=1 Ack=95 Win=64256 Len=0"
"1439","41.533331","49.44.179.225","192.168.29.143","HTTP","233","HTTP/1.1 200 OK  (text/plain)"
"1440","41.533645","49.44.179.225","192.168.29.143","TCP","54","80  >  50539 [FIN, ACK] Seq=180 Ack=95 Win=64256 Len=0"
"1441","41.533683","192.168.29.143","49.44.179.225","TCP","54","50539  >  80 [FIN, ACK] Seq=95 Ack=180 Win=131072 Len=0"
"1442","41.533750","192.168.29.143","49.44.179.225","TCP","54","50539  >  80 [ACK] Seq=96 Ack=181 Win=131072 Len=0"
"1443","41.548455","49.44.179.225","192.168.29.143","TCP","54","80  >  50539 [ACK] Seq=181 Ack=96 Win=64256 Len=0"
"1444","41.972235","2405:201:5006:95a:3ddc:1390:95b:795e","2620:1ec:50::12","TCP","75","50462  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP PDU reassembled in 1778]"
"1445","41.996682","2620:1ec:50::12","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","86","443  >  50462 [ACK] Seq=1 Ack=2 Win=16382 Len=0 SLE=1 SRE=2"
"1446","42.467661","fe80::8690:aff:fefc:4a0e","2405:201:5006:95a:3ddc:1390:95b:795e","ICMPv6","86","Neighbor Solicitation for 2405:201:5006:95a:3ddc:1390:95b:795e from 84:90:0a:fc:4a:0e"
"1447","42.467789","2405:201:5006:95a:3ddc:1390:95b:795e","fe80::8690:aff:fefc:4a0e","ICMPv6","86","Neighbor Advertisement 2405:201:5006:95a:3ddc:1390:95b:795e (sol, ovr) is at b4:6d:83:8d:f9:87"
"1448","42.608640","15.197.193.114","192.168.29.143","TLSv1.2","85","Application Data"
"1449","42.609165","192.168.29.143","15.197.193.114","TLSv1.2","89","Application Data"
"1450","42.627210","15.197.193.114","192.168.29.143","TCP","54","443  >  50151 [ACK] Seq=63 Ack=71 Win=409 Len=0"
"1451","43.283194","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","1288","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1452","43.283456","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","496","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1453","43.307592","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","89","Protected Payload (KP0)"
"1454","43.337876","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","94","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1455","43.483795","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","190","Protected Payload (KP0)"
"1456","43.511376","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:388::","QUIC","98","Protected Payload (KP0), DCID=e3197ff80e96812a"
"1457","43.558310","2600:1901:1:388::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"1458","44.422732","2405:201:5006:95a:3ddc:1390:95b:795e","2603:1040:a06:3::8","TLSv1.2","109","Application Data"
"1459","44.465610","2603:1040:a06:3::8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50230 [ACK] Seq=103 Ack=185 Win=501 Len=0"
"1460","44.518409","2405:201:5006:95a:3ddc:1390:95b:795e","2405:201:5006:95a::c0a8:1d01","ICMPv6","86","Neighbor Solicitation for 2405:201:5006:95a::c0a8:1d01 from b4:6d:83:8d:f9:87"
"1461","44.522801","2405:201:5006:95a::c0a8:1d01","2405:201:5006:95a:3ddc:1390:95b:795e","ICMPv6","78","Neighbor Advertisement 2405:201:5006:95a::c0a8:1d01 (rtr, sol)"
"1462","44.999187","2620:1ec:50::12","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","113","Application Data"
"1463","45.004614","2405:201:5006:95a:3ddc:1390:95b:795e","2620:1ec:50::12","TLSv1.2","109","Application Data"
"1464","45.004801","2405:201:5006:95a:3ddc:1390:95b:795e","2620:1ec:50::12","TLSv1.2","109","Application Data"
"1465","45.024373","2620:1ec:50::12","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50265 [ACK] Seq=157 Ack=246 Win=16382 Len=0"
"1466","45.025269","2620:1ec:50::12","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50265 [ACK] Seq=157 Ack=281 Win=16382 Len=0"
"1467","45.206150","2405:201:5006:95a:3ddc:1390:95b:795e","2404:6800:4002:82b::200a","TCP","75","[TCP Keep-Alive] 50518  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1"
"1468","45.222896","2404:6800:4002:82b::200a","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","86","[TCP Keep-Alive ACK] 443  >  50518 [ACK] Seq=1 Ack=2 Win=1044 Len=0 SLE=1 SRE=2"
"1469","45.612391","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1470","45.612658","192.168.29.143","224.0.0.2","IGMPv2","46","Leave Group 224.0.0.252"
"1471","45.699183","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1472","45.699777","192.168.29.143","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"1473","45.700144","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1474","45.700355","192.168.29.143","224.0.0.2","IGMPv2","46","Leave Group 224.0.0.252"
"1475","45.700680","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1476","45.701213","192.168.29.143","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"1477","45.703611","192.168.29.143","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1478","45.704668","192.168.29.143","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-1K0LR9K.local, ""QM"" question"
"1479","45.706149","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-1K0LR9K.local, ""QM"" question"
"1480","45.706867","fe80::237c:c7e:3101:52a5","ff02::1:3","LLMNR","95","Standard query 0xe13e ANY DESKTOP-1K0LR9K"
"1481","45.707195","192.168.29.143","224.0.0.252","LLMNR","75","Standard query 0xe13e ANY DESKTOP-1K0LR9K"
"1482","45.708819","Arcadyan_fc:4a:0e","Broadcast","ARP","42","Who has 192.168.29.202? Tell 192.168.29.1"
"1483","45.708921","192.168.29.143","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-1K0LR9K.local, ""QM"" question"
"1484","45.709789","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","195","Standard query response 0x0000 AAAA 2405:201:5006:95a:d62e:c2e4:a172:d46c AAAA 2405:201:5006:95a:3ddc:1390:95b:795e AAAA fe80::237c:c7e:3101:52a5 A 192.168.29.143"
"1485","45.710860","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-1K0LR9K.local, ""QM"" question"
"1486","45.711891","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","195","Standard query response 0x0000 AAAA 2405:201:5006:95a:d62e:c2e4:a172:d46c AAAA 2405:201:5006:95a:3ddc:1390:95b:795e AAAA fe80::237c:c7e:3101:52a5 A 192.168.29.143"
"1487","45.713290","192.168.29.143","224.0.0.251","MDNS","175","Standard query response 0x0000 AAAA 2405:201:5006:95a:d62e:c2e4:a172:d46c AAAA 2405:201:5006:95a:3ddc:1390:95b:795e AAAA fe80::237c:c7e:3101:52a5 A 192.168.29.143"
"1488","45.714964","192.168.29.143","224.0.0.251","MDNS","175","Standard query response 0x0000 AAAA 2405:201:5006:95a:d62e:c2e4:a172:d46c AAAA 2405:201:5006:95a:3ddc:1390:95b:795e AAAA fe80::237c:c7e:3101:52a5 A 192.168.29.143"
"1489","45.784677","2405:201:5006:95a:3ddc:1390:95b:795e","2603:1040:a06:6::1","TLSv1.2","116","Application Data"
"1490","45.836439","2603:1040:a06:6::1","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","247","Application Data"
"1491","45.877352","2405:201:5006:95a:3ddc:1390:95b:795e","2603:1040:a06:6::1","TCP","74","50175  >  443 [ACK] Seq=43 Ack=174 Win=509 Len=0"
"1492","46.019327","192.168.29.143","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"1493","46.019501","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1494","46.732768","Arcadyan_fc:4a:0e","Broadcast","ARP","42","Who has 192.168.29.202? Tell 192.168.29.1"
"1495","46.747601","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1496","46.747798","192.168.29.143","224.0.0.2","IGMPv2","46","Leave Group 224.0.0.252"
"1497","46.851303","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1498","46.851809","192.168.29.143","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"1499","46.852062","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1500","46.852182","192.168.29.143","224.0.0.2","IGMPv2","46","Leave Group 224.0.0.252"
"1501","46.852615","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1502","46.853027","192.168.29.143","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"1503","46.855377","192.168.29.143","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-1K0LR9K.local, ""QM"" question"
"1504","46.856505","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-1K0LR9K.local, ""QM"" question"
"1505","46.857201","fe80::237c:c7e:3101:52a5","ff02::1:3","LLMNR","95","Standard query 0xc95e ANY DESKTOP-1K0LR9K"
"1506","46.857440","192.168.29.143","224.0.0.252","LLMNR","75","Standard query 0xc95e ANY DESKTOP-1K0LR9K"
"1507","46.859619","192.168.29.143","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-1K0LR9K.local, ""QM"" question"
"1508","46.861046","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-1K0LR9K.local, ""QM"" question"
"1509","46.861878","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","195","Standard query response 0x0000 AAAA 2405:201:5006:95a:d62e:c2e4:a172:d46c AAAA 2405:201:5006:95a:3ddc:1390:95b:795e AAAA fe80::237c:c7e:3101:52a5 A 192.168.29.143"
"1510","46.863267","fe80::237c:c7e:3101:52a5","ff02::fb","MDNS","195","Standard query response 0x0000 AAAA 2405:201:5006:95a:d62e:c2e4:a172:d46c AAAA 2405:201:5006:95a:3ddc:1390:95b:795e AAAA fe80::237c:c7e:3101:52a5 A 192.168.29.143"
"1511","46.864649","192.168.29.143","224.0.0.251","MDNS","175","Standard query response 0x0000 AAAA 2405:201:5006:95a:d62e:c2e4:a172:d46c AAAA 2405:201:5006:95a:3ddc:1390:95b:795e AAAA fe80::237c:c7e:3101:52a5 A 192.168.29.143"
"1512","46.866326","192.168.29.143","224.0.0.251","MDNS","175","Standard query response 0x0000 AAAA 2405:201:5006:95a:d62e:c2e4:a172:d46c AAAA 2405:201:5006:95a:3ddc:1390:95b:795e AAAA fe80::237c:c7e:3101:52a5 A 192.168.29.143"
"1513","47.021190","192.168.29.143","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"1514","47.021353","fe80::237c:c7e:3101:52a5","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1515","47.215688","104.192.108.137","192.168.29.143","TCP","54","80  >  50007 [ACK] Seq=1 Ack=1 Win=1654 Len=0"
"1516","47.215828","192.168.29.143","104.192.108.137","TCP","54","[TCP ACKed unseen segment] 50007  >  80 [ACK] Seq=1 Ack=2 Win=508 Len=0"
"1517","47.756823","Arcadyan_fc:4a:0e","Broadcast","ARP","42","Who has 192.168.29.143? Tell 192.168.29.1"
"1518","47.756848","Intel_8d:f9:87","Arcadyan_fc:4a:0e","ARP","42","192.168.29.143 is at b4:6d:83:8d:f9:87"
"1519","47.867467","192.168.29.143","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"1520","48.466569","2405:201:5006:95a:3ddc:1390:95b:795e","2603:1040:a06:3::8","TLSv1.2","112","Application Data"
"1521","48.508420","2603:1040:a06:3::8","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50230 [ACK] Seq=103 Ack=223 Win=501 Len=0"
"1522","48.630848","Arcadyan_fc:4a:0e","Intel_8d:f9:87","ARP","42","Who has 192.168.29.143? Tell 192.168.29.1"
"1523","48.630895","Intel_8d:f9:87","Arcadyan_fc:4a:0e","ARP","42","192.168.29.143 is at b4:6d:83:8d:f9:87"
"1524","48.717965","192.168.29.143","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1525","49.804917","Arcadyan_fc:4a:0e","Broadcast","ARP","42","Who has 192.168.29.17? Tell 192.168.29.1"
"1526","50.320488","2603:1040:a06:3::8","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","108","Application Data"
"1527","50.365320","2405:201:5006:95a:3ddc:1390:95b:795e","2603:1040:a06:3::8","TCP","74","50230  >  443 [ACK] Seq=223 Ack=137 Win=509 Len=0"
"1528","50.380797","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=354cdf02ffdcd41b, PKN: 1, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, PADDING"
"1529","50.381150","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=354cdf02ffdcd41b, PKN: 2, PING, PADDING, PING, PING, PING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO, PADDING, PING, PING, PING, PADDING"
"1530","50.382361","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","158","Application Data"
"1531","50.382694","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","113","Application Data"
"1532","50.382939","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TCP","1514","50491  >  443 [ACK] Seq=2036 Ack=276 Win=516 Len=1440 [TCP PDU reassembled in 1533]"
"1533","50.382939","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","1302","Application Data"
"1534","50.404444","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","102","Initial, SCID=f54cdf02ffdcd41b, PKN: 1, ACK"
"1535","50.404559","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Initial, SCID=f54cdf02ffdcd41b, PKN: 2, ACK, PADDING"
"1536","50.405014","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50491 [ACK] Seq=276 Ack=2036 Win=1027 Len=0"
"1537","50.405349","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","113","Application Data"
"1538","50.408201","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50491 [ACK] Seq=315 Ack=4704 Win=1018 Len=0"
"1539","50.444204","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","1292","Initial, DCID=f54cdf02ffdcd41b, PKN: 4, PADDING, PING, PADDING"
"1540","50.459769","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TCP","74","50491  >  443 [ACK] Seq=4704 Ack=315 Win=516 Len=0"
"1541","50.460369","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Initial, SCID=f54cdf02ffdcd41b, PKN: 3, ACK, PADDING"
"1542","50.466200","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","1292","Protected Payload (KP0)"
"1543","50.466924","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","226","Protected Payload (KP0), DCID=f54cdf02ffdcd41b"
"1544","50.481714","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","646","Protected Payload (KP0)"
"1545","50.481953","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","183","Protected Payload (KP0)"
"1546","50.482256","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","QUIC","93","Protected Payload (KP0), DCID=f54cdf02ffdcd41b"
"1547","50.507219","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","QUIC","86","Protected Payload (KP0)"
"1548","50.552476","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","158","Application Data"
"1549","50.553991","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:7c5::","TLSv1.2","113","Application Data"
"1550","50.570045","2600:1901:1:7c5::","2405:201:5006:95a:3ddc:1390:95b:795e","TCP","74","443  >  50491 [ACK] Seq=399 Ack=4743 Win=1018 Len=0"
"1551","51.733836","192.168.29.143","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1552","51.853565","Arcadyan_fc:4a:0e","Broadcast","ARP","42","Who has 192.168.29.14? Tell 192.168.29.1"
"1553","53.135708","2600:1901:1:304::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","1294","Application Data"
"1554","53.135953","2600:1901:1:304::","2405:201:5006:95a:3ddc:1390:95b:795e","TLSv1.2","1294","[TCP Previous segment not captured] , Application Data"
"1555","53.136067","2405:201:5006:95a:3ddc:1390:95b:795e","2600:1901:1:304::","TCP","86","50383  >  443 [ACK] Seq=36 Ack=37398 Win=517 Len=0 SLE=41058 SRE=42278"
